Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 0]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 170]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 185]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 195]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 200]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 200]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 200]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 215]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 215]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 230]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 230]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 240]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 245]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 250]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 250]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 250]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 250]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 5] [Level 1, Xp 250]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 6] [Level 1, Xp 250]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 260]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 260]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 260]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 275]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 285]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 290]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 290]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 300]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 305]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 305]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 320]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 320]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 330]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 335]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 350]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 350]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 350]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 350]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 350]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 365]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 375]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 380]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 380]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 395]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 395]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 400]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 410]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 410]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 420]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 425]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 440]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 440]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 440]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 450]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 450]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 455]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 465]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 470]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 470]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 485]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 485]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 490]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 4] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 7] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 8] [Level 1, Xp 500]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 510]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 515]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 530]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 530]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 530]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 530]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 545]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 550]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 550]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 555]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 560]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 560]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 570]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 575]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 575]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 590]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 590]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 600]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 600]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 605]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 610]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 620]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 620]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 620]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 635]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 645]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 650]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 650]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 650]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 650]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 650]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 665]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 665]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 680]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 680]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 690]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 690]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 695]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 700]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 710]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 710]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 710]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 725]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 730]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 735]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 740]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 740]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 750]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 750]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 750]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 750]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 5] [Level 1, Xp 750]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 6] [Level 1, Xp 750]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 755]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 755]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 770]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 770]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 770]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 780]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 780]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 785]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 800]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 800]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 800]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 800]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 810]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 810]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 815]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 825]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 830]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 830]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 840]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 845]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 845]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 850]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 850]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 850]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 860]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 860]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 870]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 870]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 875]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 890]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 890]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 890]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 890]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 900]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 900]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 905]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 915]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 920]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 920]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 930]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 930]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 935]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 935]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 950]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 950]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 950]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 950]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 960]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 960]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 965]
Your rebirth can glitch Darkstars on the 100 Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 965]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 970]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 980]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 980]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 980]
Your rebirth can glitch Darkstars on the 100 Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 980]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 990]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 995]
Your rebirth can glitch Darkstars on the 100 Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 995]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 1000]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 4] [Level 1, Xp 1000]
Your rebirth can glitch Darkstars on the Legends Gym Rock! +5 Stats per punch, [Darkstar Level 3] [Level 1, Xp 1000]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 7] [Level 1, Xp 1000]
Your rebirth can glitch Darkstars on the Muscle King Rock! +5 Stats per punch, [Darkstar Level 8] [Level 1, Xp 1000]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 1005]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 1010]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 1010]
Your rebirth can glitch Darkstars on the 5K Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 1010]
Your rebirth can glitch Darkstars on the 100 Durability Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 1010]
Your rebirth can glitch Darkstars on the Mythical Gym Rock! +5 Stats per punch, [Darkstar Level 2] [Level 1, Xp 1020]
Your rebirth can glitch Darkstars on the Eternal Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 1025]
Your rebirth can glitch Darkstars on the Frost Gym Rock! +5 Stats per punch, [Darkstar Level 1] [Level 1, Xp 1025]
